Texture: mono_dejavu_sans_110.png
0000	0	0	8	18	1
210F	900	285	909	303
2115	910	285	919	303
2116	920	285	929	303
2117	930	285	939	303
2119	940	285	949	303
211A	950	285	959	303
211D	960	285	969	303
2122	970	285	978	303	0	1
2124	979	285	988	303
2126	989	285	997	303	1
212A	998	285	1006	303	1
212B	1007	285	1014	303	1	1
212E	1015	285	1024	303
2153	0	304	8	322	0	1
2154	9	304	17	322	0	1
2155	18	304	26	322	0	1
2156	27	304	35	322	0	1
2157	36	304	44	322	0	1
2158	45	304	53	322	0	1
2159	54	304	62	322	0	1
215A	63	304	71	322	0	1
215B	72	304	80	322	0	1
215C	81	304	89	322	0	1
215D	90	304	98	322	0	1
215E	99	304	107	322	0	1
215F	108	304	116	322	0	1
2190	117	304	126	322
2191	127	304	134	322	1	1
2192	135	304	144	322
2193	145	304	152	322	1	1
2194	153	304	162	322
2195	163	304	170	322	1	1
2196	171	304	178	322	1	1
2197	179	304	186	322	1	1
2198	187	304	194	322	1	1
2199	195	304	202	322	1	1
219A	203	304	212	322
219B	213	304	222	322
219C	223	304	232	322
219D	233	304	242	322
219E	243	304	252	322
219F	253	304	260	322	1	1
21A0	261	304	270	322
21A1	271	304	278	322	1	1
21A2	279	304	288	322
21A3	289	304	298	322
21A4	299	304	308	322
21A5	309	304	316	322	1	1
21A6	317	304	326	322
21A7	327	304	334	322	1	1
21A8	335	304	342	322	1	1
21A9	343	304	352	322
21AA	353	304	362	322
21AB	363	304	372	322
21AC	373	304	382	322
21AD	383	304	392	322
21AE	393	304	402	322
21AF	403	304	412	322
21B0	413	304	420	322	1	1
21B1	421	304	428	322	1	1
21B2	429	304	436	322	1	1
21B3	437	304	444	322	1	1
21B4	445	304	452	322	1	1
21B5	453	304	462	322
21B6	463	304	472	322
21B7	473	304	482	322
21B8	483	304	492	322
21B9	493	304	502	322
21BA	503	304	512	322
21BB	513	304	522	322
21BC	523	304	532	322
21BD	533	304	542	322
21BE	543	304	548	322	3	1
21BF	549	304	554	322	1	3
21C0	555	304	564	322
21C1	565	304	574	322
21C2	575	304	580	322	3	1
21C3	581	304	586	322	1	3
21C4	587	304	596	322
21C5	597	304	606	322
21C6	607	304	616	322
21C7	617	304	626	322
21C8	627	304	636	322
21C9	637	304	646	322
21CA	647	304	656	322
21CB	657	304	666	322
21CC	667	304	676	322
21CD	677	304	686	322
21CE	687	304	696	322
21CF	697	304	706	322
21D0	707	304	716	322
21D1	717	304	724	322	1	1
21D2	725	304	734	322
21D3	735	304	742	322	1	1
21D4	743	304	752	322
21D5	753	304	760	322	1	1
21D6	761	304	768	322	1	1
21D7	769	304	776	322	1	1
21D8	777	304	784	322	1	1
21D9	785	304	792	322	1	1
21DA	793	304	802	322
21DB	803	304	812	322
21DC	813	304	822	322
21DD	823	304	832	322
21DE	833	304	840	322	1	1
21DF	841	304	848	322	1	1
21E0	849	304	858	322
21E1	859	304	866	322	1	1
21E2	867	304	876	322
21E3	877	304	884	322	1	1
21E4	885	304	894	322
21E5	895	304	904	322
21E6	905	304	914	322
21E7	915	304	922	322	1	1
21E8	923	304	932	322
21E9	933	304	940	322	1	1
21EA	941	304	948	322	1	1
21EB	949	304	956	322	1	1
21EC	957	304	964	322	1	1
21ED	965	304	972	322	1	1
21EE	973	304	980	322	1	1
21EF	981	304	988	322	1	1
21F0	989	304	998	322
21F1	999	304	1008	322
21F2	1009	304	1018	322
21F3	0	323	7	341	1	1
21F4	8	323	17	341
21F5	18	323	27	341
21F6	28	323	37	341
21F7	38	323	47	341
21F8	48	323	57	341
21F9	58	323	67	341
21FA	68	323	77	341
21FB	78	323	87	341
21FC	88	323	97	341
21FD	98	323	107	341
21FE	108	323	117	341
21FF	118	323	127	341
2200	128	323	137	341
2201	138	323	147	341
2202	148	323	157	341
2203	158	323	165	341	1	1
2204	166	323	173	341	1	1
2205	174	323	183	341
2206	184	323	193	341
2207	194	323	203	341
2208	204	323	213	341
2209	214	323	223	341
220A	224	323	233	341
220B	234	323	243	341
220C	244	323	253	341
220D	254	323	263	341
220F	264	323	271	341	1	1
2211	272	323	279	341	1	1
2212	280	323	288	341	1
2213	289	323	298	341
2215	299	323	307	341	1
2217	308	323	315	341	1	1
2218	316	323	321	341	2	2
2219	322	323	327	341	2	2
221A	328	323	336	341	0	1
221B	337	323	345	341	0	1
221C	346	323	354	341	0	1
221D	355	323	362	341	1	1
221E	363	323	372	341
221F	373	323	382	341
2220	383	323	392	341
2227	393	323	400	341	1	1
2228	401	323	408	341	1	1
2229	409	323	416	341	1	1
222A	417	323	424	341	1	1
222B	425	323	433	341	1
222C	434	323	443	341
222D	444	323	455	341	-1	-1
2234	456	323	462	341	1	2
2235	463	323	469	341	1	2
2236	470	323	472	341	3	4
2237	473	323	479	341	1	2
2238	480	323	488	341	1
2239	489	323	498	341
223A	499	323	508	341
223B	509	323	518	341
223C	519	323	528	341
223D	529	323	538	341
2241	539	323	548	341
2242	549	323	558	341
2243	559	323	568	341
2244	569	323	578	341
2245	579	323	588	341
2246	589	323	598	341
2247	599	323	608	341
2248	609	323	617	341	1
2249	618	323	627	341
224A	628	323	637	341
224B	638	323	647	341
224C	648	323	657	341
224D	658	323	667	341
224E	668	323	677	341
224F	678	323	687	341
2250	688	323	696	341	1
2251	697	323	705	341	1
2252	706	323	715	341
2253	716	323	725	341
2254	726	323	735	341
2255	736	323	745	341
2256	746	323	755	341
2257	756	323	765	341
2258	766	323	775	341
2259	776	323	785	341
225A	786	323	795	341
225B	796	323	805	341
225C	806	323	815	341
225D	816	323	825	341
225E	826	323	835	341
225F	836	323	845	341
2260	846	323	854	341	1
2261	855	323	864	341
2262	865	323	874	341
2263	875	323	884	341
2264	885	323	893	341	1
2265	894	323	902	341	1
2266	903	323	912	341
2267	913	323	922	341
2268	923	323	932	341
2269	933	323	942	341
226D	943	323	952	341
226E	953	323	962	341
226F	963	323	972	341
2270	973	323	982	341
2271	983	323	992	341
2272	993	323	1002	341
2273	1003	323	1012	341
2274	1013	323	1022	341
2275	0	342	9	360
2276	10	342	19	360
2277	20	342	29	360
2278	30	342	39	360
2279	40	342	49	360
227A	50	342	59	360
227B	60	342	69	360
227C	70	342	79	360
227D	80	342	89	360
227E	90	342	99	360
227F	100	342	109	360
2280	110	342	119	360
2281	120	342	129	360
2282	130	342	139	360
2283	140	342	149	360
2284	150	342	159	360
2285	160	342	169	360
2286	170	342	179	360
2287	180	342	189	360
2288	190	342	199	360
2289	200	342	209	360
228A	210	342	219	360
228B	220	342	229	360
228F	230	342	239	360
2290	240	342	249	360
2291	250	342	259	360
2292	260	342	269	360
2295	270	342	279	360
2296	280	342	289	360
2297	290	342	299	360
2298	300	342	309	360
2299	310	342	319	360
229A	320	342	329	360
229B	330	342	339	360
229C	340	342	349	360
229D	350	342	359	360
229E	360	342	369	360
229F	370	342	379	360
22A0	380	342	389	360
22A1	390	342	399	360
22A2	400	342	409	360
22A3	410	342	419	360
22A4	420	342	429	360
22A5	430	342	439	360
22C5	440	342	442	360	3	4
22C6	443	342	450	360	1	1
22CD	451	342	460	360
22DA	461	342	470	360
22DB	471	342	480	360
22DC	481	342	490	360
22DD	491	342	500	360
22DE	501	342	510	360
22DF	511	342	520	360
22E0	521	342	530	360
22E1	531	342	540	360
22E2	541	342	550	360
22E3	551	342	560	360
22E4	561	342	570	360
22E5	571	342	580	360
22E6	581	342	590	360
22E7	591	342	600	360
22E8	601	342	610	360
22E9	611	342	620	360
22EF	621	342	629	360	0	1
2300	630	342	639	360
2301	640	342	648	360	0	1
2302	649	342	658	360
2303	659	342	666	360	1	1
2304	667	342	674	360	1	1
2305	675	342	682	360	1	1
2306	683	342	690	360	1	1
2308	691	342	695	360	3	2
2309	696	342	700	360	2	3
230A	701	342	705	360	3	2
230B	706	342	710	360	2	3
230C	711	342	716	360	4
230D	717	342	722	360	0	4
230E	723	342	728	360	4
230F	729	342	734	360	0	4
2310	735	342	744	360
2311	745	342	754	360
2312	755	342	764	360
2313	765	342	774	360
2314	775	342	782	360	1	1
2315	783	342	790	360	1	1
2318	791	342	800	360
2319	801	342	810	360
231C	811	342	816	360	2	2
231D	817	342	822	360	2	2
231E	823	342	828	360	2	2
231F	829	342	834	360	2	2
2320	835	342	841	360	3
2321	842	342	848	360	0	3
2325	849	342	858	360
2326	859	342	868	360
2327	869	342	878	360
2328	879	342	888	360
232B	889	342	898	360
2335	899	342	908	360
2337	909	342	916	360	1	1
2338	917	342	926	360
2339	927	342	936	360
233A	937	342	946	360
233B	947	342	956	360
233C	957	342	966	360
233D	967	342	976	360
233E	977	342	986	360
2341	987	342	996	360
2342	997	342	1006	360
2343	1007	342	1016	360
2344	0	361	9	379
2347	10	361	19	379
2348	20	361	29	379
2349	30	361	39	379
234B	40	361	49	379
234C	50	361	59	379
234D	60	361	69	379
2350	70	361	79	379
2352	80	361	89	379
2353	90	361	99	379
2354	100	361	109	379
2357	110	361	119	379
2358	120	361	127	379	1	1
2359	128	361	137	379
235A	138	361	147	379
235B	148	361	155	379	1	1
235C	156	361	165	379
235E	166	361	175	379
235F	176	361	187	379	-1	-1
2360	188	361	197	379
2363	198	361	205	379	1	1
2364	206	361	211	379	2	2
2365	212	361	221	379
2368	222	361	230	379	1
2369	231	361	239	379	1
236B	240	361	249	379
236C	250	361	259	379
236D	260	361	269	379
236E	270	361	277	379	1	1
236F	278	361	287	379
2370	288	361	297	379
2373	298	361	304	379	2	1
2374	305	361	313	379	1
2375	314	361	323	379
2376	324	361	333	379
2377	334	361	341	379	1	1
2378	342	361	349	379	1	1
2379	350	361	359	379
237A	360	361	369	379
237D	370	361	379	379
2380	380	361	389	379
2381	390	361	399	379
2382	400	361	409	379
2383	410	361	419	379
2388	420	361	429	379
2389	430	361	439	379
238A	440	361	449	379
238B	450	361	459	379
2395	460	361	469	379
239B	470	361	477	379	1	1
239C	478	361	481	379	1	5
239D	482	361	489	379	1	1
239E	490	361	497	379	1	1
239F	498	361	501	379	5	1
23A0	502	361	509	379	1	1
23A1	510	361	517	379	1	1
23A2	518	361	521	379	1	5
23A3	522	361	529	379	1	1
23A4	530	361	537	379	1	1
23A5	538	361	541	379	5	1
23A6	542	361	549	379	1	1
23A7	550	361	556	379	3
23A8	557	361	563	379	0	3
23A9	564	361	570	379	3
23AA	571	361	574	379	3	3
23AB	575	361	581	379	0	3
23AC	582	361	588	379	3
23AD	589	361	595	379	0	3
23AE	596	361	599	379	3	3
23CE	600	361	609	379
23CF	610	361	619	379
2423	620	361	627	379	1	1
2580	628	361	639	379	-1	-1
2581	640	361	651	379	-1	-1
2582	652	361	663	379	-1	-1
2583	664	361	675	379	-1	-1
2584	676	361	687	379	-1	-1
2585	688	361	699	379	-1	-1
2586	700	361	711	379	-1	-1
2587	712	361	723	379	-1	-1
2588	724	361	735	379	-1	-1
2589	736	361	745	379	-1	1
258A	746	361	754	379	-1	2
258B	755	361	762	379	-1	3
258C	763	361	769	379	-1	4
258D	770	361	775	379	-1	5
258E	776	361	780	379	-1	6
258F	781	361	783	379	-1	8
2590	784	361	790	379	4	-1
2591	791	361	800	379	-1	1
2592	801	361	812	379	-1	-1
2593	813	361	824	379	-1	-1
2594	825	361	836	379	-1	-1
2595	837	361	839	379	7
2596	840	361	846	379	-1	4
2597	847	361	853	379	4	-1
2598	854	361	860	379	-1	4
2599	861	361	872	379	-1	-1
259A	873	361	884	379	-1	-1
259B	885	361	896	379	-1	-1
259C	897	361	908	379	-1	-1
259D	909	361	915	379	4	-1
259E	916	361	927	379	-1	-1
259F	928	361	939	379	-1	-1
25A0	940	361	949	379
25A1	950	361	959	379
25A2	960	361	969	379
25A3	970	361	979	379
25A4	980	361	989	379
25A5	990	361	999	379
25A6	1000	361	1009	379
25A7	1010	361	1019	379
25A8	0	380	9	398
25A9	10	380	19	398
25AA	20	380	27	398	1	1
25AB	28	380	35	398	1	1
25AC	36	380	45	398
25AD	46	380	55	398
25AE	56	380	61	398	2	2
25AF	62	380	67	398	2	2
25B0	68	380	77	398
25B1	78	380	87	398
25B2	88	380	97	398
25B3	98	380	107	398
25B4	108	380	115	398	1	1
25B5	116	380	123	398	1	1
25B6	124	380	133	398
25B7	134	380	143	398
25B8	144	380	151	398	1	1
25B9	152	380	159	398	1	1
25BA	160	380	169	398
25BB	170	380	179	398
25BC	180	380	189	398
25BD	190	380	199	398
25BE	200	380	207	398	1	1
25BF	208	380	215	398	1	1
25C0	216	380	225	398
25C1	226	380	235	398
25C2	236	380	243	398	1	1
25C3	244	380	251	398	1	1
25C4	252	380	261	398
25C5	262	380	271	398
25C6	272	380	281	398
25C7	282	380	291	398
25C8	292	380	301	398
25C9	302	380	311	398
25CA	312	380	319	398	1	1
25CB	320	380	329	398
25CC	330	380	339	398
25CD	340	380	349	398
25CE	350	380	359	398
25CF	360	380	369	398
25D0	370	380	379	398
25D1	380	380	389	398
25D2	390	380	399	398
25D3	400	380	409	398
25D4	410	380	419	398
25D5	420	380	429	398
25D6	430	380	435	398	2	2
25D7	436	380	441	398	2	2
25D8	442	380	453	398	-1	-1
25D9	454	380	465	398	-1	-1
25DA	466	380	477	398	-1	-1
25DB	478	380	489	398	-1	-1
25DC	490	380	495	398	2	2
25DD	496	380	501	398	2	2
25DE	502	380	507	398	2	2
25DF	508	380	513	398	2	2
25E0	514	380	523	398
25E1	524	380	533	398
25E2	534	380	543	398
25E3	544	380	553	398
25E4	554	380	563	398
25E5	564	380	573	398
25E6	574	380	581	398	1	1
25E7	582	380	591	398
25E8	592	380	601	398
25E9	602	380	611	398
25EA	612	380	621	398
25EB	622	380	631	398
25EC	632	380	641	398
25ED	642	380	651	398
25EE	652	380	661	398
25EF	662	380	673	398	-1	-1
25F0	674	380	683	398
25F1	684	380	693	398
25F2	694	380	703	398
25F3	704	380	713	398
25F4	714	380	723	398
25F5	724	380	733	398
25F6	734	380	743	398
25F7	744	380	753	398
25F8	754	380	763	398
25F9	764	380	773	398
25FA	774	380	783	398
25FB	784	380	793	398
25FC	794	380	803	398
25FD	804	380	811	398	1	1
25FE	812	380	819	398	1	1
25FF	820	380	829	398
2600	830	380	839	398
2601	840	380	849	398
2602	850	380	859	398
2603	860	380	869	398
2604	870	380	879	398
2605	880	380	889	398
2606	890	380	899	398
2607	900	380	907	398	1	1
2608	908	380	917	398
2609	918	380	927	398
260A	928	380	937	398
260B	938	380	947	398
260C	948	380	957	398
260D	958	380	967	398
260E	968	380	977	398
260F	978	380	987	398
2610	988	380	997	398
2611	998	380	1007	398
2612	1008	380	1015	398	1	1
2613	1016	380	1023	398	1	1
2614	0	399	9	417
2615	10	399	19	417
2616	20	399	29	417
2617	30	399	39	417
2618	40	399	49	417
2619	50	399	59	417
261A	60	399	69	417
261B	70	399	79	417
261C	80	399	89	417
261D	90	399	97	417	1	1
261E	98	399	107	417
261F	108	399	115	417	1	1
2620	116	399	125	417
2621	126	399	135	417
2622	136	399	145	417
2623	146	399	155	417
2624	156	399	165	417
2625	166	399	175	417
2626	176	399	184	417	1
2627	185	399	194	417
2628	195	399	202	417	1	1
2629	203	399	212	417
262A	213	399	222	417
262B	223	399	232	417
262C	233	399	242	417
262D	243	399	252	417
262E	253	399	262	417
262F	263	399	272	417
2638	273	399	283	417	0	-1
2639	284	399	293	417
263A	294	399	303	417
263B	304	399	313	417
263C	314	399	323	417
263D	324	399	331	417	1	1
263E	332	399	339	417	1	1
263F	340	399	347	417	1	1
2640	348	399	355	417	1	1
2641	356	399	363	417	1	1
2642	364	399	373	417
2643	374	399	383	417
2644	384	399	391	417	1	1
2645	392	399	401	417
2646	402	399	411	417
2647	412	399	419	417	1	1
2648	420	399	429	417
2649	430	399	439	417
264A	440	399	449	417
264B	450	399	459	417
264C	460	399	469	417
264D	470	399	479	417
264E	480	399	489	417
264F	490	399	499	417
2650	500	399	509	417
2651	510	399	519	417
2652	520	399	529	417
2653	530	399	539	417
2654	540	399	549	417
2655	550	399	559	417
2656	560	399	569	417
2657	570	399	577	417	1	1
2658	578	399	585	417	1	1
2659	586	399	593	417	1	1
265A	594	399	603	417
265B	604	399	613	417
265C	614	399	621	417	1	1
265D	622	399	629	417	1	1
265E	630	399	639	417
265F	640	399	649	417
2660	650	399	657	417	1	1
2661	658	399	667	417
2662	668	399	675	417	1	1
2663	676	399	685	417
2664	686	399	693	417	1	1
2665	694	399	703	417
2666	704	399	711	417	1	1
2667	712	399	721	417
2668	722	399	731	417
2669	732	399	737	417	2	2
266A	738	399	745	417	1	1
266B	746	399	755	417
266C	756	399	765	417
266D	766	399	771	417	2	2
266E	772	399	775	417	3	3
266F	776	399	781	417	2	2
2670	782	399	791	417
2671	792	399	801	417
2672	802	399	811	417
2673	812	399	821	417
2674	822	399	831	417
2675	832	399	841	417
2676	842	399	851	417
2677	852	399	861	417
2678	862	399	871	417
2679	872	399	881	417
267A	882	399	891	417
267B	892	399	901	417
267C	902	399	911	417
267D	912	399	921	417
267E	922	399	931	417
267F	932	399	941	417
2680	942	399	951	417
2681	952	399	961	417
2682	962	399	971	417
2683	972	399	981	417
2684	982	399	991	417
2685	992	399	1001	417
2686	1002	399	1011	417
2687	1012	399	1021	417
2688	0	418	9	436
2689	10	418	19	436
268A	20	418	29	436
268B	30	418	39	436
2690	40	418	47	436	1	1
2691	48	418	57	436
2692	58	418	67	436
2693	68	418	77	436
2694	78	418	85	436	1	1
2695	86	418	93	436	1	1
2696	94	418	103	436
2697	104	418	113	436
2698	114	418	123	436
2699	124	418	133	436
269A	134	418	143	436
269B	144	418	153	436
269C	154	418	163	436
26A0	164	418	173	436
26A1	174	418	181	436	1	1
26B0	182	418	189	436	1	1
26B1	190	418	197	436	1	1
2701	198	418	207	436
2702	208	418	217	436
2703	218	418	227	436
2704	228	418	237	436
2706	238	418	247	436
2707	248	418	257	436
2708	258	418	267	436
2709	268	418	277	436
270C	278	418	283	436	2	2
270D	284	418	293	436
270E	294	418	303	436
270F	304	418	313	436
2710	314	418	323	436
2711	324	418	333	436
2712	334	418	343	436
2713	344	418	351	436	1	1
2714	352	418	361	436
2715	362	418	369	436	1	1
2716	370	418	378	436	0	1
2717	379	418	386	436	1	1
2718	387	418	396	436
2719	397	418	406	436
271A	407	418	416	436
271B	417	418	426	436
271C	427	418	436	436
271D	437	418	444	436	1	1
271E	445	418	452	436	1	1
271F	453	418	460	436	1	1
2720	461	418	470	436
2721	471	418	480	436
2722	481	418	490	436
2723	491	418	500	436
2724	501	418	510	436
2725	511	418	520	436
2726	521	418	530	436
2727	531	418	540	436
2729	541	418	550	436
272A	551	418	560	436
272B	561	418	570	436
272C	571	418	580	436
272D	581	418	590	436
272E	591	418	600	436
272F	601	418	610	436
2730	611	418	620	436
2731	621	418	630	436
2732	631	418	640	436
2733	641	418	650	436
2734	651	418	660	436
2735	661	418	670	436
2736	671	418	680	436
2737	681	418	690	436
2738	691	418	700	436
2739	701	418	710	436
273A	711	418	720	436
273B	721	418	730	436
273C	731	418	740	436
273D	741	418	750	436
273E	751	418	760	436
273F	761	418	770	436
2740	771	418	780	436
2741	781	418	790	436
2742	791	418	800	436
2743	801	418	810	436
2744	811	418	820	436
2745	821	418	830	436
2746	831	418	840	436
2747	841	418	850	436
2748	851	418	860	436
2749	861	418	870	436
274A	871	418	880	436
274B	881	418	890	436
274D	891	418	900	436
274F	901	418	910	436
2750	911	418	920	436
2751	921	418	930	436
2752	931	418	940	436
2756	941	418	950	436
2758	951	418	952	436	4	4
2759	953	418	956	436	3	3
275A	957	418	962	436	2	2
275B	963	418	966	436	3	3
275C	967	418	970	436	3	3
275D	971	418	978	436	1	1
275E	979	418	986	436	1	1
2761	987	418	996	436
2762	997	418	1004	436	1	1
2763	1005	418	1012	436	1	1
2764	1013	418	1022	436
2765	0	437	9	455
2766	10	437	19	455
2767	20	437	29	455
2768	30	437	37	455	1	1
2769	38	437	45	455	1	1
276A	46	437	51	455	2	2
276B	52	437	57	455	2	2
276C	58	437	63	455	2	2
276D	64	437	69	455	2	2
276E	70	437	77	455	1	1
276F	78	437	85	455	1	1
2770	86	437	93	455	1	1
2771	94	437	101	455	1	1
2772	102	437	105	455	3	3
2773	106	437	109	455	3	3
2774	110	437	115	455	2	2
2775	116	437	123	455	1	1
2794	124	437	133	455
2798	134	437	143	455
2799	144	437	153	455
279A	154	437	163	455
279B	164	437	173	455
279C	174	437	183	455
279D	184	437	193	455
279E	194	437	203	455
279F	204	437	213	455
27A0	214	437	223	455
27A1	224	437	233	455
27A2	234	437	243	455
27A3	244	437	252	455	1
27A4	253	437	261	455	1
27A5	262	437	271	455
27A6	272	437	281	455
27A7	282	437	287	455	2	2
27A8	288	437	297	455
27A9	298	437	307	455
27AA	308	437	317	455
27AB	318	437	327	455
27AC	328	437	337	455
27AD	338	437	345	455	1	1
27AE	346	437	355	455
27AF	356	437	365	455
27B1	366	437	375	455
27B2	376	437	383	455	1	1
27B3	384	437	393	455
27B4	394	437	403	455
27B5	404	437	413	455
27B6	414	437	423	455
27B7	424	437	433	455
27B8	434	437	443	455
27B9	444	437	453	455
27BA	454	437	463	455
27BB	464	437	473	455
27BC	474	437	483	455
27BD	484	437	493	455
27BE	494	437	503	455
27BF	504	437	513	455
27C5	514	437	521	455	1	1
27C6	522	437	529	455	1	1
27E0	530	437	539	455
27E8	540	437	545	455	2	2
27E9	546	437	551	455	2	2
29EB	552	437	561	455
29FA	562	437	571	455
29FB	572	437	581	455
2A2F	582	437	589	455	1	1
2B12	590	437	599	455
2B13	600	437	609	455
2B14	610	437	619	455
2B15	620	437	629	455
2B16	630	437	639	455
2B17	640	437	649	455
2B18	650	437	659	455
2B19	660	437	669	455
2B1A	670	437	679	455
2C64	680	437	688	455	1
2C6D	689	437	698	455
2C6E	699	437	708	455
2C6F	709	437	718	455
2C70	719	437	728	455
2C75	729	437	736	455	1	1
2C76	737	437	744	455	1	1
2C77	745	437	754	455
2C79	755	437	762	455	1	1
2C7A	763	437	772	455
2C7C	773	437	778	455	2	2
2C7D	779	437	784	455	2	2
2C7E	785	437	793	455	1
2C7F	794	437	803	455
2E18	804	437	811	455	1	1
2E22	812	437	816	455	3	2
2E23	817	437	821	455	2	3
2E24	822	437	826	455	3	2
2E25	827	437	831	455	2	3
2E2E	832	437	839	455	1	1
A708	840	437	845	455	2	2
A709	846	437	851	455	2	2
A70A	852	437	857	455	2	2
A70B	858	437	863	455	2	2
A70C	864	437	869	455	2	2
A70D	870	437	875	455	2	2
A70E	876	437	881	455	2	2
A70F	882	437	887	455	2	2
A710	888	437	893	455	2	2
A711	894	437	899	455	2	2
A712	900	437	905	455	2	2
A713	906	437	911	455	2	2
A714	912	437	917	455	2	2
A715	918	437	923	455	2	2
A716	924	437	929	455	2	2
A71B	930	437	935	455	2	2
A71C	936	437	941	455	2	2
A71D	942	437	945	455	3	3
A71E	946	437	949	455	3	3
A71F	950	437	953	455	3	3
A722	954	437	961	455	1	1
A723	962	437	967	455	2	2
A724	968	437	975	455	1	1
A725	976	437	983	455	1	1
A726	984	437	991	455	1	1
A727	992	437	999	455	1	1
A789	1000	437	1002	455	3	4
A78A	1003	437	1008	455	2	2
A78B	1009	437	1012	455	3	3
A78C	1013	437	1015	455	4	3
A78D	1016	437	1023	455	1	1
A78E	0	456	9	474
A790	10	456	19	474
A791	20	456	29	474
F6C5	30	456	39	474
FB01	40	456	48	474	0	1
FB02	49	456	57	474	0	1
FB52	58	456	67	474
FB53	68	456	78	474	0	-1
FB54	79	456	86	474	-1	3
FB55	87	456	98	474	-1	-1
FB56	99	456	108	474
FB57	109	456	119	474	0	-1
FB58	120	456	128	474	-1	2
FB59	129	456	140	474	-1	-1
FB5A	141	456	150	474
FB5B	151	456	161	474	0	-1
FB5C	162	456	170	474	-1	2
FB5D	171	456	182	474	-1	-1
FB5E	183	456	192	474
FB5F	193	456	203	474	0	-1
FB60	204	456	211	474	-1	3
FB61	212	456	223	474	-1	-1
FB62	224	456	233	474
FB63	234	456	244	474	0	-1
FB64	245	456	253	474	-1	2
FB65	254	456	265	474	-1	-1
FB66	266	456	275	474
FB67	276	456	286	474	0	-1
FB68	287	456	295	474	-1	2
FB69	296	456	307	474	-1	-1
FB6A	308	456	318	474	-1
FB6B	319	456	331	474	-2	-1
FB6C	332	456	340	474	-1	2
FB6D	341	456	352	474	-1	-1
FB6E	353	456	363	474	-1
FB6F	364	456	376	474	-2	-1
FB70	377	456	385	474	-1	2
FB71	386	456	397	474	-1	-1
FB72	398	456	407	474
FB73	408	456	418	474	0	-1
FB74	419	456	429	474	-1
FB75	430	456	441	474	-1	-1
FB76	442	456	451	474
FB77	452	456	462	474	0	-1
FB78	463	456	473	474	-1
FB79	474	456	485	474	-1	-1
FB7A	486	456	495	474
FB7B	496	456	506	474	0	-1
FB7C	507	456	517	474	-1
FB7D	518	456	529	474	-1	-1
FB7E	530	456	539	474
FB7F	540	456	550	474	0	-1
FB80	551	456	561	474	-1
FB81	562	456	573	474	-1	-1
FB8A	574	456	585	474	-1	-1
FB8B	586	456	598	474	-2	-1
FB8C	599	456	610	474	-1	-1
FB8D	611	456	623	474	-2	-1
FB8E	624	456	634	474	0	-1
FB8F	635	456	646	474	-1	-1
FB90	647	456	656	474	-1	1
FB91	657	456	668	474	-1	-1
FB92	669	456	679	474	0	-1
FB93	680	456	691	474	-1	-1
FB94	692	456	701	474	-1	1
FB95	702	456	713	474	-1	-1
FB9E	714	456	723	474
FB9F	724	456	735	474	-1	-1
FBAA	736	456	746	474	-1
FBAB	747	456	758	474	-1	-1
FBAC	759	456	768	474	-1	1
FBAD	769	456	780	474	-1	-1
FBE8	781	456	788	474	-1	3
FBE9	789	456	800	474	-1	-1
FBFC	801	456	810	474
FBFD	811	456	822	474	-1	-1
FBFE	823	456	831	474	-1	2
FBFF	832	456	843	474	-1	-1
FE70	844	456	849	474	2	2
FE71	850	456	861	474	-1	-1
FE72	862	456	868	474	1	2
FE73	869	456	874	474	5	-1
FE74	875	456	880	474	2	2
FE76	881	456	886	474	2	2
FE77	887	456	898	474	-1	-1
FE78	899	456	904	474	2	2
FE79	905	456	916	474	-1	-1
FE7A	917	456	922	474	2	2
FE7B	923	456	934	474	-1	-1
FE7C	935	456	942	474	1	1
FE7D	943	456	954	474	-1	-1
FE7E	955	456	960	474	2	2
FE7F	961	456	972	474	-1	-1
FE80	973	456	978	474	3	1
FE81	979	456	986	474	1	1
FE82	987	456	996	474	1	-1
FE83	997	456	1000	474	3	3
FE84	1001	456	1008	474	3	-1
FE85	1009	456	1018	474
FE86	0	475	10	493	0	-1
FE87	11	475	14	493	3	3
FE88	15	475	21	493	4	-1
FE89	22	475	31	493
FE8A	32	475	43	493	-1	-1
FE8B	44	475	51	493	-1	3
FE8C	52	475	63	493	-1	-1
FE8D	64	475	67	493	3	3
FE8E	68	475	74	493	4	-1
FE8F	75	475	84	493
FE90	85	475	95	493	0	-1
FE91	96	475	103	493	-1	3
FE92	104	475	115	493	-1	-1
FE93	116	475	123	493	1	1
FE94	124	475	134	493	0	-1
FE95	135	475	144	493
FE96	145	475	155	493	0	-1
FE97	156	475	164	493	-1	2
FE98	165	475	176	493	-1	-1
FE99	177	475	186	493
FE9A	187	475	197	493	0	-1
FE9B	198	475	206	493	-1	2
FE9C	207	475	218	493	-1	-1
FE9D	219	475	228	493
FE9E	229	475	239	493	0	-1
FE9F	240	475	250	493	-1
FEA0	251	475	262	493	-1	-1
FEA1	263	475	272	493
FEA2	273	475	283	493	0	-1
FEA3	284	475	294	493	-1
FEA4	295	475	306	493	-1	-1
FEA5	307	475	316	493
FEA6	317	475	327	493	0	-1
FEA7	328	475	338	493	-1
FEA8	339	475	350	493	-1	-1
FEA9	351	475	358	493	1	1
FEAA	359	475	368	493	1	-1
FEAB	369	475	376	493	1	1
FEAC	377	475	386	493	1	-1
